host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathroom_share_or_not,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,bathrooms,Price,Pool,BabyBath,BabyMonitor,LakeAccess,BeachFront,Piano
0,1,1,3,40.7394,-73.85526999999999,2,2,1,1.0,1.0,1,12,79,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,1.38,1,4,0,0,0,0,0,0
0,1,1,1,40.68142,-73.95889,0,4,0,2.0,1.0,1,1125,3,100.0,10.0,10.0,10.0,9.0,10.0,9.0,0,0.05,1,5,0,0,0,0,0,0
1,1,1,0,40.88292,-73.85475,0,3,0,2.0,2.0,5,1125,10,90.0,9.0,9.0,9.0,10.0,8.0,8.0,0,0.18,1,4,0,0,0,0,0,0
0,1,0,2,40.70524,-74.01278,0,4,0,1.0,1.0,3,7,7,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.13,1,5,0,0,1,0,0,0
1,1,1,2,40.73618,-73.9833,0,2,0,1.0,2.0,2,15,76,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2.1,1,6,0,0,0,0,0,0
1,1,1,2,40.7213,-73.98559,0,5,0,3.0,3.0,30,380,62,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1.26,1,6,0,0,0,0,0,0
1,1,0,1,40.60755,-73.9741,2,4,1,1.0,2.0,1,120,23,97.0,10.0,10.0,9.0,10.0,9.0,10.0,0,0.4,1,4,0,0,0,0,0,0
0,1,1,1,40.69145,-73.93536,0,5,0,1.0,2.0,2,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.02,2,5,0,0,0,0,0,0
1,1,1,2,40.79437,-73.97152,0,2,0,1.0,1.0,1,27,235,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4.13,1,5,0,0,0,0,0,0
1,1,1,1,40.68025,-73.91199,0,3,0,1.0,2.0,2,28,169,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,3.0,1,5,0,0,0,0,0,0
1,1,0,1,40.7075,-73.94055,2,2,1,1.0,1.0,1,30,30,96.0,9.0,10.0,10.0,10.0,10.0,9.0,0,0.58,1,4,0,0,0,0,0,0
0,1,1,2,40.72828,-73.98901,2,2,1,1.0,1.0,1,30,134,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2.36,1,5,0,0,0,0,0,0
0,1,1,1,40.68422,-73.9926,2,2,0,1.0,1.0,30,1125,8,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0.15,1,4,0,0,0,0,0,0
0,1,1,3,40.76722,-73.92203,0,2,0,1.0,1.0,3,30,44,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.77,1,5,0,0,0,0,0,0
0,1,0,3,40.69112,-73.77761,2,2,1,1.0,1.0,1,25,228,90.0,9.0,9.0,9.0,10.0,9.0,9.0,0,4.58,1,4,0,0,0,0,0,0
0,1,0,1,40.67875,-73.99599,0,2,0,1.0,1.0,4,13,12,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.21,1,5,0,0,0,0,0,0
0,1,1,1,40.703520000000005,-73.93798000000001,2,2,0,1.0,1.0,7,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.02,1,4,0,0,0,0,0,0
0,1,1,3,40.76951,-73.93077,0,4,0,1.0,1.0,2,14,26,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.48,1,5,0,0,0,0,0,0
0,1,1,2,40.801140000000004,-73.96772,2,2,0,1.0,2.0,60,1125,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.34,1,4,0,0,0,0,0,0
0,1,1,1,40.68007,-73.97317,0,2,0,1.0,2.0,2,30,12,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.21,1,4,0,0,0,0,0,0
0,1,1,1,40.693870000000004,-73.92666,2,1,1,1.0,1.0,3,10,33,94.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0.58,1,4,0,0,0,0,0,0
0,1,1,1,40.625859999999996,-73.98079,0,2,0,1.0,1.0,7,14,34,92.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0.62,1,4,0,0,0,0,0,0
0,1,1,1,40.632670000000005,-73.96199,2,2,1,1.0,1.0,2,30,6,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.14,1,5,0,0,0,0,0,0
0,1,0,3,40.729459999999996,-73.8075,2,2,0,1.0,1.0,2,30,16,97.0,10.0,10.0,9.0,9.0,9.0,10.0,1,0.33,1,4,0,0,0,0,0,0
0,1,1,2,40.73008,-73.98996,2,1,0,1.0,1.0,4,1125,9,91.0,9.0,8.0,10.0,10.0,10.0,9.0,1,0.16,1,5,0,0,0,0,0,0
1,1,1,1,40.6641,-73.98036,0,2,0,1.0,2.0,3,1125,223,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,3.9,1,5,0,0,0,0,0,0
0,1,0,3,40.7662,-73.92027,0,2,0,1.0,1.0,15,60,15,95.0,10.0,10.0,9.0,10.0,10.0,10.0,1,0.29,1,4,0,0,0,0,0,0
0,1,1,1,40.6729,-73.88919,0,3,0,1.0,1.0,30,1100,62,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0,1.15,1,4,0,0,0,0,0,0
0,1,1,1,40.69675,-73.92964,2,2,0,1.0,1.0,4,1125,6,87.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0.11,3,4,0,0,0,0,0,0
0,1,1,1,40.70154,-73.94759,2,3,1,1.0,1.0,3,1125,31,87.0,9.0,8.0,10.0,9.0,9.0,9.0,0,0.59,1,4,0,0,0,0,0,0
0,1,1,2,40.78273,-73.97553,0,5,0,2.0,4.0,5,365,94,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,1.8,1,6,0,0,0,0,0,0
0,1,1,1,40.66622,-73.98357,2,3,1,1.0,1.0,12,1124,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.04,1,4,0,0,0,0,0,0
0,1,1,1,40.70727,-73.96056999999999,2,3,0,1.0,2.0,2,1125,2,100.0,9.0,10.0,10.0,9.0,9.0,9.0,0,0.04,1,4,0,0,0,0,0,0
1,1,1,3,40.7388,-73.92327,0,5,0,3.0,4.0,4,36,218,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3.89,1,5,0,0,0,0,0,0
1,1,1,2,40.76464,-73.99403000000001,2,1,1,2.0,2.0,1,1125,46,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.85,1,5,0,0,0,0,0,0
1,1,1,1,40.62296,-74.01483,0,3,0,1.0,1.0,3,1125,37,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.68,1,4,0,0,0,0,0,0
1,1,0,1,40.60674,-73.97076,3,2,1,1.0,0.0,1,100,8,88.0,8.0,9.0,10.0,10.0,10.0,9.0,0,0.15,1,4,0,0,0,0,0,0
1,1,0,1,40.6081,-73.97541,2,4,1,1.0,2.0,1,1125,29,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.56,1,4,0,0,0,0,0,0
0,1,1,3,40.747009999999996,-73.92314,2,2,0,1.0,1.0,2,1125,5,90.0,10.0,9.0,10.0,10.0,8.0,8.0,0,0.09,1,4,0,0,0,0,0,0
1,1,1,3,40.75691,-73.92879,0,8,0,2.0,3.0,2,365,181,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.17,1,5,0,0,0,0,0,0
0,1,0,1,40.701609999999995,-73.93131,0,2,0,2.0,6.0,4,1125,99,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.82,1,5,0,0,0,0,0,0
0,1,1,1,40.68274,-73.96367,0,8,0,3.0,3.0,1,1125,5,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.1,3,6,0,0,0,0,0,0
1,1,1,1,40.66404,-73.93334,0,2,0,1.0,2.0,7,1125,135,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,2.53,2,5,0,1,0,0,0,0
1,1,1,1,40.64396,-73.96328000000001,2,2,1,1.0,1.0,1,90,165,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.98,1,4,0,0,0,0,0,0
0,1,1,1,40.69288,-73.90831,2,2,1,1.0,1.0,2,1125,56,94.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0.98,1,4,0,0,0,0,0,0
1,1,1,1,40.67357,-73.96576999999999,0,3,0,1.0,1.0,30,210,90,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.03,1,5,0,0,0,0,0,0
0,1,1,1,40.67607,-73.95121,2,1,1,1.0,1.0,4,29,11,95.0,9.0,9.0,9.0,10.0,9.0,10.0,1,0.2,1,4,0,0,0,0,0,0
0,1,1,1,40.68574,-73.93021999999999,2,1,0,1.0,1.0,5,70,13,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.24,1,4,0,0,0,0,0,0
0,1,0,2,40.80621,-73.94461,2,2,1,1.0,1.0,2,1125,194,92.0,10.0,9.0,9.0,9.0,9.0,9.0,0,3.57,1,4,0,0,0,0,0,0
0,1,0,1,40.710809999999995,-73.94238,0,2,0,1.0,1.0,5,1124,34,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0.62,1,5,0,0,0,0,0,0
0,1,1,1,40.69379,-73.94539,0,4,0,1.0,2.0,2,1125,39,91.0,10.0,9.0,10.0,9.0,9.0,9.0,0,0.69,1,4,0,0,0,0,0,0
0,1,1,2,40.823170000000005,-73.94507,0,2,0,1.0,1.0,14,50,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.27,1,4,0,0,0,0,0,0
0,1,1,1,40.68545,-73.96048,0,2,0,1.0,1.0,3,7,27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.49,1,5,0,1,0,0,0,0
1,1,1,2,40.81015,-73.94728,2,2,1,1.0,1.0,1,1125,38,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.79,1,4,0,0,0,0,0,0
1,1,1,2,40.78165,-73.94646999999999,0,4,0,2.0,2.0,30,365,9,91.0,9.0,8.0,10.0,10.0,9.0,8.0,0,0.2,1,5,0,0,0,0,0,0
0,1,1,1,40.677409999999995,-74.0139,0,2,0,1.0,1.0,3,1125,12,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0.22,1,5,0,0,0,0,0,0
1,1,1,1,40.67785,-73.95217,0,5,0,2.0,3.0,3,28,88,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.64,1,5,0,0,0,0,0,0
0,1,1,1,40.687459999999994,-73.95936,2,2,0,1.0,1.0,14,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.02,1,4,0,0,0,0,0,0
0,1,1,2,40.714240000000004,-73.9968,2,1,1,1.0,1.0,4,60,35,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0.67,1,4,0,0,0,0,0,0
0,1,1,2,40.74418,-73.99852,0,3,0,1.0,2.0,4,30,18,89.0,9.0,9.0,10.0,9.0,10.0,9.0,1,0.32,1,5,0,0,0,0,0,0
1,1,1,1,40.67433,-73.9575,2,2,1,3.0,1.0,3,1125,133,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.33,1,4,0,0,0,0,0,0
1,1,1,1,40.69358,-73.92409,0,4,0,1.0,2.0,2,1125,133,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,2.39,1,5,0,0,0,0,0,0
0,1,1,2,40.8379,-73.94095,2,3,1,1.0,2.0,2,7,146,95.0,9.0,9.0,9.0,9.0,9.0,10.0,0,2.83,1,4,0,0,0,0,0,0
0,1,0,1,40.72508,-73.94488,2,2,0,1.0,1.0,2,1125,14,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.27,1,4,0,0,0,0,0,0
0,1,0,2,40.789229999999996,-73.96802,0,3,0,1.0,1.0,30,365,3,93.0,9.0,9.0,10.0,10.0,10.0,8.0,1,0.2,1,5,0,0,0,0,0,0
1,1,1,1,40.69507,-73.94332,0,4,0,1.0,1.0,2,90,245,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,4.32,1,5,1,0,0,0,0,0
0,1,1,1,40.66386,-73.93876,0,2,0,1.0,1.0,3,1125,8,77.0,7.0,7.0,9.0,9.0,8.0,8.0,1,0.14,2,4,0,0,0,0,0,0
0,1,1,1,40.68805,-73.96951999999999,0,2,0,1.0,1.0,2,1125,131,93.0,10.0,10.0,9.0,10.0,10.0,9.0,0,2.31,1,5,0,0,0,0,0,0
1,1,1,1,40.71156,-73.96343,0,5,0,2.0,2.0,30,250,83,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1.51,1,5,0,0,0,0,0,0
0,1,0,2,40.723440000000004,-73.99415,2,1,1,1.0,1.0,25,30,56,79.0,9.0,8.0,10.0,10.0,9.0,8.0,1,0.99,1,4,0,0,0,0,0,0
0,1,1,1,40.68797,-73.97288,0,2,0,1.0,1.0,5,1125,16,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.33,1,5,0,0,0,0,0,0
1,1,0,1,40.61465,-73.96065,2,2,0,1.0,2.0,2,1125,9,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0.16,2,4,0,0,0,0,0,0
0,1,0,1,40.69363,-73.94805,2,2,1,1.0,1.0,3,1125,34,86.0,9.0,8.0,9.0,9.0,9.0,9.0,1,0.62,1,4,0,0,0,0,0,0
0,1,1,1,40.6828,-73.94073,2,1,1,1.0,1.0,1,1125,7,91.0,9.0,10.0,10.0,10.0,9.0,8.0,0,0.14,1,4,0,0,0,0,0,0
1,1,1,1,40.67887,-73.97006,2,3,1,1.0,1.0,1,125,124,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2.21,3,4,0,0,0,0,0,0
0,1,1,1,40.70086,-73.93063000000001,0,3,0,1.0,2.0,2,25,135,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0,2.47,1,5,0,0,0,0,0,0
1,1,1,2,40.71934,-74.00998,0,3,0,1.0,1.0,6,1125,52,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.97,1,6,0,0,0,0,0,0
0,1,1,2,40.820209999999996,-73.95307,2,2,1,1.0,1.0,1,25,81,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1.65,1,4,0,0,0,0,0,0
0,1,1,1,40.69808,-73.93174,2,1,1,1.0,1.0,1,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.02,1,4,0,0,0,0,0,0
1,1,1,0,40.88808,-73.86017,0,4,0,1.0,2.0,20,365,15,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0.27,1,4,0,0,0,0,0,0
0,1,0,2,40.74896,-73.99656999999999,2,1,1,1.0,1.0,1,90,194,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1,3.56,1,4,0,0,0,0,0,0
0,1,0,2,40.74973,-73.99515,1,1,0,1.0,1.0,1,31,194,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1,3.48,1,4,0,0,0,0,0,0
1,1,1,2,40.72315,-73.98250999999999,0,2,0,1.0,1.0,2,90,65,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.2,1,5,0,0,0,0,0,0
0,1,1,2,40.79783,-73.96405,0,6,0,2.0,3.0,30,1125,10,96.0,9.0,10.0,10.0,10.0,10.0,9.0,0,0.19,2,6,0,0,0,0,0,0
1,1,1,3,40.71852,-73.88373,0,6,0,2.0,2.0,4,29,111,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.98,2,5,0,0,0,0,0,0
0,1,1,1,40.65436,-73.96179000000001,2,3,1,1.0,2.0,1,1125,5,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.09,1,4,0,0,0,0,0,0
0,1,1,2,40.72302,-74.00487,2,1,1,1.0,1.0,5,1125,17,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.31,1,4,0,0,0,0,0,0
0,1,1,1,40.71886,-73.96234,2,2,0,1.0,1.0,2,1125,2,80.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.04,1,4,0,0,0,0,0,0
0,1,0,2,40.7229,-73.99391999999999,2,1,1,1.0,1.0,25,30,78,80.0,8.0,8.0,9.0,10.0,9.0,8.0,1,1.4,1,4,0,0,0,0,0,0
0,1,0,2,40.72144,-73.99473,2,1,0,1.0,1.0,25,30,52,80.0,9.0,8.0,9.0,9.0,9.0,9.0,1,0.94,0,4,0,0,0,0,0,0
0,1,1,1,40.702059999999996,-73.92964,2,2,1,1.0,1.0,1,1125,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.08,1,4,0,0,0,0,0,0
0,1,1,1,40.67626,-73.98210999999999,0,5,0,2.0,3.0,7,1125,43,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0.79,1,5,0,0,0,0,0,0
0,1,1,1,40.69913,-73.91814000000001,2,2,1,1.0,1.0,3,1125,11,95.0,10.0,8.0,10.0,10.0,10.0,9.0,0,0.22,1,4,0,0,0,0,0,0
1,1,1,1,40.67895,-73.92851,0,4,0,1.0,2.0,3,30,96,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.58,1,5,0,0,0,0,0,0
0,1,1,2,40.79753,-73.96211,0,4,0,1.0,2.0,1,1125,100,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.8,1,6,0,0,0,0,0,0
0,1,1,2,40.83338,-73.95051,2,2,1,1.0,1.0,5,40,26,95.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0.46,1,4,0,0,0,0,0,0
0,1,1,2,40.804629999999996,-73.95055,0,2,0,1.0,1.0,28,1125,77,89.0,10.0,8.0,10.0,10.0,9.0,9.0,1,1.45,1,5,0,0,0,0,0,0
0,1,1,3,40.75009,-73.87578,2,1,1,1.0,1.0,1,1125,93,91.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1.71,1,4,0,0,0,0,0,0
1,1,0,1,40.70687,-73.93981,0,3,0,1.0,1.0,5,12,164,96.0,10.0,9.0,10.0,10.0,9.0,9.0,1,3.05,1,5,0,0,0,0,0,0
0,1,1,1,40.67264,-73.87794,2,1,1,1.0,0.0,1,1125,42,90.0,10.0,9.0,10.0,9.0,9.0,9.0,1,0.8,2,4,0,0,0,0,0,0
0,1,1,1,40.70732,-73.95466,2,2,0,1.0,1.0,2,1125,18,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.34,1,4,0,0,0,0,0,0
0,1,0,1,40.71532,-73.95352,2,1,0,1.0,1.0,1,1125,1,80.0,8.0,6.0,8.0,8.0,8.0,8.0,0,0.02,1,4,0,0,0,0,0,0
0,1,1,1,40.706920000000004,-73.95501,2,2,0,1.0,1.0,3,21,35,93.0,10.0,9.0,9.0,9.0,9.0,10.0,0,0.63,3,4,0,0,0,0,0,0
0,1,1,2,40.71448,-73.99157,2,2,0,1.0,1.0,1,1125,1,80.0,10.0,8.0,10.0,10.0,6.0,8.0,0,0.02,1,5,0,0,0,0,0,0
0,1,1,1,40.689370000000004,-73.95073000000001,2,1,0,1.0,1.0,31,1125,2,90.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0.04,1,4,0,0,0,0,0,0
1,1,1,2,40.80512,-73.953,2,4,1,1.0,3.0,2,25,105,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0,2.15,1,4,0,0,0,0,0,0
0,1,1,1,40.67225,-73.97357,0,3,0,1.0,1.0,3,15,19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.35,1,5,0,0,0,0,0,0
1,1,0,1,40.60951,-73.97641999999999,3,2,1,1.0,1.0,1,1125,20,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0.41,1,4,0,0,0,0,0,0
1,1,1,1,40.67897,-73.9709,2,3,1,1.0,1.0,1,60,288,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,5.26,3,4,0,0,0,0,0,0
1,1,0,1,40.67689,-73.93966999999999,0,6,0,2.0,2.0,4,30,56,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.04,3,5,0,0,0,0,0,0
0,1,1,1,40.68795,-73.94238,0,4,0,2.0,2.0,5,1125,77,88.0,9.0,9.0,10.0,10.0,9.0,9.0,0,1.5,1,5,0,0,0,0,0,0
1,1,1,1,40.69506,-73.95019,0,4,0,2.0,1.0,3,1125,49,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.88,1,5,0,0,0,0,0,0
0,1,1,1,40.6859,-73.9576,0,3,0,1.0,1.0,90,180,43,89.0,9.0,8.0,10.0,10.0,9.0,9.0,1,0.84,1,4,0,0,0,0,0,0
1,1,1,1,40.68678,-73.90629,0,4,0,1.0,1.0,4,14,187,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,3.57,1,4,0,0,0,0,0,0
1,1,1,1,40.64295,-73.96704,0,2,0,1.0,1.0,5,27,122,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2.21,1,5,0,0,0,0,0,0
0,1,1,2,40.72396,-73.99445,0,4,0,1.0,2.0,2,1125,43,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.78,1,5,0,0,0,0,0,0
1,1,1,1,40.682559999999995,-73.96108000000001,0,3,0,1.0,1.0,2,20,119,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,2.21,1,5,0,0,0,0,0,0
0,1,1,1,40.701229999999995,-73.91865,2,1,0,1.0,1.0,5,19,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.04,1,4,0,0,0,0,0,0
0,1,1,2,40.86679,-73.92699,0,2,0,1.0,1.0,30,180,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.12,1,5,0,0,0,0,0,0
0,1,0,1,40.6803,-73.96261,0,2,0,1.0,1.0,14,90,24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.44,1,5,0,0,0,0,0,0
1,1,1,1,40.64266,-73.96491999999999,2,1,1,1.0,1.0,7,1125,32,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.58,1,4,0,0,0,0,0,0
1,1,1,1,40.681999999999995,-73.91851,0,5,0,2.0,3.0,2,28,192,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,3.43,1,6,0,0,0,0,0,0
0,1,1,1,40.73539,-73.95838,2,1,0,1.0,1.0,10,1125,2,60.0,10.0,10.0,10.0,10.0,8.0,6.0,0,0.04,1,4,0,0,0,0,0,0
0,1,1,0,40.88777,-73.9059,2,2,0,1.0,1.0,1,3,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.02,1,4,0,0,0,0,0,0
0,1,1,2,40.722390000000004,-73.99618000000001,0,2,0,1.0,1.0,9,1124,20,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.39,1,5,0,0,0,0,0,0
0,1,1,2,40.76175,-73.99041,2,1,1,1.0,1.0,7,28,20,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.37,1,4,0,0,0,0,0,0
0,1,0,2,40.771409999999996,-73.9534,3,1,1,1.0,1.0,1,4,67,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,1.2,1,4,0,0,0,0,0,0
0,1,0,2,40.759809999999995,-73.99070999999999,0,6,0,3.0,3.0,3,1125,159,89.0,10.0,9.0,9.0,10.0,10.0,9.0,1,2.86,1,5,0,0,0,0,0,0
1,1,1,2,40.76273,-73.94911,2,2,1,1.0,1.0,3,1124,89,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.64,1,4,0,0,0,0,0,0
1,1,1,2,40.80526,-73.95509,2,2,1,1.0,1.0,3,1125,93,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.71,1,4,0,0,0,0,0,0
0,1,1,1,40.71327,-73.96438,2,1,0,2.0,1.0,3,30,8,91.0,9.0,8.0,9.0,9.0,10.0,9.0,0,0.16,1,5,0,0,0,0,0,0
1,1,0,2,40.74358,-73.99758,2,4,1,1.0,3.0,2,1125,36,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.66,1,5,0,0,0,0,0,0
0,1,1,2,40.7276,-73.98635,0,6,0,1.0,3.0,1,1125,117,86.0,9.0,8.0,10.0,10.0,10.0,9.0,0,2.11,1,5,0,0,0,0,0,0
1,1,1,1,40.6074,-73.97458,3,1,1,1.0,0.0,1,7,146,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0,2.64,1,3,0,0,0,0,0,0
0,1,1,2,40.81389,-73.95205,2,1,0,1.0,1.0,7,28,6,93.0,10.0,9.0,9.0,10.0,9.0,9.0,0,0.11,1,4,0,0,0,0,0,0
0,1,1,1,40.7178,-73.95595,0,2,0,1.0,1.0,4,10,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.09,1,5,0,0,0,0,0,0
1,1,1,0,40.86553,-73.83993000000001,2,1,1,1.0,1.0,1,1125,103,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.01,1,4,0,0,0,0,0,0
0,1,1,1,40.70807,-73.92113,2,3,1,1.0,2.0,2,1124,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.43,1,4,0,0,0,0,0,0
1,1,0,1,40.68403,-74.00192,0,2,0,1.0,1.0,30,1125,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.09,1,5,0,0,0,0,0,0
0,1,1,1,40.6725,-73.93981,0,4,0,1.0,1.0,2,29,144,92.0,10.0,9.0,10.0,9.0,9.0,9.0,0,2.59,1,5,0,0,0,0,0,0
0,1,1,1,40.7054,-73.94283,2,2,1,1.0,1.0,2,6,5,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0.1,1,4,0,0,0,0,0,0
0,1,1,2,40.81195,-73.95274,2,1,1,1.0,1.0,1,14,18,87.0,9.0,8.0,10.0,10.0,10.0,9.0,0,0.33,1,5,0,0,0,0,0,0
0,1,1,1,40.65791,-73.95009,2,2,0,1.0,1.0,1,1125,2,100.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0.04,1,3,0,0,0,0,0,0
0,1,1,2,40.83525,-73.9452,2,2,0,1.0,1.0,1,1125,3,93.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0.06,1,4,0,0,0,0,0,0
0,1,1,2,40.856120000000004,-73.93024,2,2,1,1.0,1.0,2,27,56,94.0,10.0,9.0,10.0,10.0,9.0,10.0,1,1.07,1,4,0,0,0,0,0,0
0,1,1,1,40.60729,-74.00117,2,2,1,1.0,1.0,2,1125,39,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.79,1,4,0,0,0,0,0,0
0,1,1,1,40.62361,-73.93423,2,1,1,1.0,1.0,30,1125,7,84.0,8.0,7.0,10.0,10.0,7.0,8.0,0,0.13,1,4,0,0,0,0,0,0
1,1,1,2,40.807320000000004,-73.9648,2,2,1,1.0,1.0,1,1125,50,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0.94,1,5,0,0,0,0,0,0
1,1,1,1,40.6869,-73.96324,0,4,0,1.0,1.0,3,1125,197,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,3.57,1,5,0,0,0,0,0,0
1,1,1,3,40.75293,-73.90304,2,2,1,1.0,1.0,4,60,52,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.95,2,4,0,0,0,0,0,0
1,1,1,3,40.76327,-73.88655,0,4,0,2.0,2.0,2,1125,83,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.52,1,5,0,0,0,0,0,0
0,1,1,2,40.80038,-73.96632,2,4,0,2.0,2.0,14,1125,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.08,1,5,0,0,0,0,0,0
