host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathroom_share_or_not,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,bathrooms,Price,Pool,BabyBath,BabyMonitor,LakeAccess,BeachFront,Piano
1,1,1,2,40.8003,-73.93829000000001,2,2,1,1.0,2.0,5,1125,39,93.0,10.0,8.0,10.0,10.0,9.0,10.0,1,1.32,1,4,0,0,0,0,0,0
1,1,1,1,40.70063,-73.92981,2,2,1,1.0,1.0,1,10,76,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.66,1,4,0,0,0,0,0,0
1,1,1,4,40.64393,-74.09312,2,1,0,1.0,1.0,29,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.07,1,4,0,0,0,0,0,0
1,1,0,1,40.65478,-73.95264,2,2,1,1.0,1.0,2,29,77,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.75,1,4,0,0,0,0,0,0
0,1,1,2,40.79398,-73.9397,0,3,0,1.0,2.0,2,1125,19,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.68,1,5,0,0,0,0,0,0
0,1,1,1,40.68659,-73.97556999999999,2,2,1,1.0,1.0,3,30,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.35,1,4,0,0,0,0,0,0
1,1,1,1,40.708940000000005,-73.94333,2,2,1,1.0,1.0,2,1125,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.55,1,5,0,0,0,0,0,0
0,1,1,2,40.79815,-73.93906,0,4,0,1.0,1.0,7,31,7,94.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0.24,1,4,0,0,0,0,0,0
1,1,1,1,40.70989,-73.96231,2,2,1,1.0,1.0,2,1125,58,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2.04,1,4,0,0,0,0,0,0
0,1,1,1,40.64282,-73.94497,0,6,0,2.0,3.0,4,10,1,80.0,10.0,4.0,10.0,10.0,10.0,10.0,1,0.07,2,5,0,0,0,0,0,0
1,1,0,1,40.6807,-73.92917,2,1,1,1.0,1.0,7,366,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.36,1,3,0,0,0,0,0,0
1,1,1,0,40.80863,-73.92121,2,2,1,1.0,1.0,1,28,56,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.89,1,4,0,0,0,0,0,0
1,1,1,1,40.68967,-73.9366,0,5,0,2.0,2.0,4,1125,35,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1.33,1,5,0,0,0,0,0,0
0,1,1,3,40.743,-73.82335,2,2,0,1.0,1.0,1,1125,42,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,1.48,1,4,0,0,0,0,0,0
1,1,1,3,40.75671,-73.83337,2,3,0,1.0,2.0,2,180,74,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.57,1,5,0,0,0,0,0,0
0,1,1,2,40.79719,-73.97097,0,3,0,1.0,1.0,3,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.03,1,5,0,0,0,0,0,0
0,1,0,1,40.68958,-73.99141,0,2,0,1.0,1.0,2,1125,3,93.0,10.0,8.0,7.0,10.0,10.0,8.0,0,0.11,1,5,0,0,0,0,0,0
0,1,0,2,40.82632,-73.94637,2,2,1,1.0,1.0,1,60,10,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.34,1,4,0,0,0,0,0,0
0,1,1,2,40.75866,-73.98031999999999,2,2,1,1.0,1.0,3,1125,15,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.52,1,5,0,0,0,0,0,0
0,1,1,2,40.764990000000004,-73.98888000000001,2,1,1,1.0,1.0,14,20,67,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2.3,1,4,0,0,0,0,0,0
1,1,1,1,40.681490000000004,-73.93449,0,4,0,1.0,1.0,28,1125,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.23,1,5,0,0,0,0,0,0
0,1,1,2,40.846340000000005,-73.93861,0,4,0,2.0,2.0,2,21,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.25,3,5,0,0,0,0,0,0
0,1,1,2,40.7193,-73.99781999999999,0,2,0,1.0,1.0,7,1125,7,100.0,10.0,10.0,9.0,10.0,10.0,10.0,1,0.24,1,5,0,0,0,0,0,0
1,1,1,1,40.71952,-73.94165,2,2,1,1.0,1.0,2,14,67,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.29,1,4,0,0,0,0,0,0
0,1,1,2,40.87621,-73.90997,2,4,1,4.0,4.0,3,20,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.15,4,5,0,0,0,0,0,0
0,1,0,1,40.66462,-73.95584000000001,0,5,0,2.0,2.0,1,1125,7,86.0,9.0,8.0,9.0,9.0,9.0,7.0,0,0.44,1,5,0,0,0,0,0,0
0,1,1,1,40.68314,-73.92784,0,4,0,2.0,2.0,2,30,7,86.0,9.0,9.0,10.0,9.0,9.0,9.0,0,0.24,1,5,0,0,0,0,0,0
0,1,1,2,40.81503,-73.94341,2,2,1,1.0,1.0,5,21,35,91.0,9.0,8.0,9.0,10.0,9.0,9.0,1,1.19,2,4,0,0,0,0,0,0
0,1,1,1,40.70575,-73.92075,2,1,1,1.0,0.0,4,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.06,1,4,0,0,0,0,0,0
1,1,1,2,40.71396,-73.99771,0,2,0,1.0,1.0,2,60,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.35,1,5,0,0,0,0,0,0
1,1,0,3,40.66021,-73.73709000000001,2,2,1,1.0,1.0,1,15,24,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.96,1,4,0,0,0,0,0,0
0,1,1,1,40.68056,-73.94685,0,3,0,1.0,2.0,3,10,2,80.0,10.0,8.0,10.0,10.0,10.0,10.0,0,0.07,1,5,0,0,0,0,0,0
1,1,1,0,40.82054,-73.92798,0,6,0,3.0,3.0,4,28,63,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.32,1,5,0,0,0,0,0,0
0,1,1,1,40.67924,-73.9102,2,2,1,1.0,1.0,2,75,26,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0.89,1,4,0,0,0,0,0,0
0,1,1,1,40.67749,-73.91084000000001,2,2,1,1.0,2.0,14,1125,42,97.0,10.0,9.0,10.0,10.0,9.0,10.0,1,1.42,1,4,0,0,0,0,0,0
0,1,1,1,40.69384,-73.90674,2,2,1,1.0,1.0,4,1125,19,84.0,9.0,7.0,10.0,10.0,8.0,9.0,0,0.65,2,3,0,0,0,0,0,0
0,1,1,2,40.80466,-73.96529,2,2,1,1.0,1.0,4,1125,3,93.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.1,1,4,0,0,0,0,0,0
0,1,1,2,40.75305,-73.96947,0,6,0,2.0,3.0,2,7,1,100.0,8.0,10.0,10.0,8.0,10.0,8.0,1,0.03,2,5,0,0,0,0,0,0
1,1,1,2,40.725640000000006,-73.99044,0,4,0,2.0,3.0,28,1125,11,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0.37,1,6,0,0,0,0,0,0
1,1,0,1,40.71032,-73.94806,0,5,0,2.0,3.0,30,1125,24,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.83,1,5,0,0,0,0,0,0
0,1,1,1,40.66749,-73.95555999999999,0,4,0,1.0,2.0,45,60,1,100.0,8.0,8.0,10.0,10.0,10.0,8.0,0,0.04,1,4,0,0,0,0,0,0
0,1,1,1,40.714259999999996,-73.9369,0,2,0,1.0,1.0,7,30,18,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.64,1,4,0,0,0,0,0,0
0,1,0,1,40.68215,-73.97001999999999,2,2,0,1.0,2.0,2,1125,14,95.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0.49,1,5,0,0,0,0,0,0
1,1,1,1,40.67942,-73.96469,2,2,0,1.0,1.0,2,14,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.27,1,5,0,1,1,0,0,0
1,1,0,3,40.75436,-73.85696,0,2,0,1.0,1.0,2,10,73,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.5,1,5,0,0,0,0,0,0
1,1,1,1,40.68962,-73.93352,2,3,1,1.0,2.0,2,7,4,85.0,10.0,10.0,9.0,10.0,9.0,10.0,1,0.16,1,4,0,0,0,0,0,0
1,1,1,1,40.66179,-73.99061999999999,2,2,1,1.0,2.0,2,1125,57,94.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2.0,1,4,0,0,0,0,0,0
1,1,0,2,40.73836,-73.99566999999999,0,2,0,1.0,1.0,2,10,19,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.82,1,5,0,0,0,0,0,0
0,1,1,2,40.82497,-73.94973,0,4,0,1.0,3.0,5,30,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.36,1,5,0,0,0,0,0,0
0,1,1,2,40.77959,-73.97827,2,5,0,1.0,3.0,2,30,29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.0,1,5,0,0,0,0,0,0
0,1,1,2,40.76127,-74.00235,0,6,0,3.0,5.0,10,110,86,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0,3.24,1,4,0,0,0,0,0,0
1,1,1,1,40.679990000000004,-73.96462,0,4,0,2.0,2.0,7,31,22,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.78,3,6,0,0,0,0,0,0
0,1,1,1,40.69792,-73.96406,0,3,0,1.0,1.0,2,1125,19,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.65,1,5,0,0,0,0,0,0
0,1,0,0,40.84197,-73.91292,2,2,1,1.0,1.0,2,7,2,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0.07,1,3,0,0,0,0,0,0
0,1,0,3,40.7613,-73.92864,2,1,1,1.0,1.0,7,15,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.03,1,4,0,0,0,0,0,0
0,1,0,1,40.69613,-73.97117,0,6,0,3.0,5.0,7,46,7,90.0,10.0,8.0,10.0,10.0,10.0,10.0,0,0.25,3,4,0,0,0,0,0,0
1,1,1,2,40.72402,-73.99452,0,2,0,1.0,1.0,2,29,79,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2.88,1,5,0,0,0,0,0,0
1,1,1,2,40.84135,-73.94011,2,2,1,1.0,1.0,30,1125,3,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0.12,2,4,0,0,0,0,0,0
1,1,1,2,40.77988,-73.98605,2,2,1,1.0,1.0,1,30,94,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3.19,1,4,0,0,1,0,0,0
1,1,0,1,40.64929,-73.92647,2,2,1,1.0,2.0,3,29,53,91.0,9.0,9.0,10.0,9.0,8.0,9.0,1,1.82,1,4,0,0,0,0,0,0
0,1,1,2,40.773109999999996,-73.95508000000001,0,2,0,1.0,1.0,5,1125,15,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.55,1,5,0,0,0,0,0,0
0,1,1,1,40.71686,-73.95638000000001,2,2,0,1.0,1.0,2,3,24,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.83,1,4,0,0,0,0,0,0
0,1,1,1,40.68031,-73.91259000000001,2,4,1,1.0,2.0,1,5,145,90.0,10.0,9.0,10.0,10.0,9.0,9.0,0,4.94,3,4,0,0,0,0,0,0
0,1,1,1,40.6815,-73.91206,2,3,1,1.0,2.0,1,5,129,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0,4.39,3,4,0,0,0,0,0,0
0,1,1,1,40.67564,-73.99945,2,1,1,1.0,1.0,3,10,40,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1.36,1,4,0,0,0,0,0,0
0,1,1,1,40.681020000000004,-73.93686,2,2,1,1.0,1.0,28,50,6,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.21,1,4,0,0,0,0,0,0
1,1,1,2,40.70615,-74.00752,0,2,0,1.0,1.0,30,375,3,100.0,10.0,7.0,10.0,10.0,10.0,10.0,1,0.15,1,5,0,0,0,0,0,0
0,1,1,2,40.77969,-73.97861999999999,2,2,1,1.0,1.0,21,180,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.55,1,4,0,0,0,0,0,0
1,1,0,3,40.66735,-73.78922,0,6,0,3.0,3.0,3,25,90,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3.31,3,5,0,0,0,0,0,0
1,1,1,2,40.730340000000005,-74.00135,0,3,0,1.0,1.0,2,1125,57,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1.93,1,5,0,0,0,0,0,0
1,1,1,2,40.71313,-73.98665,2,2,1,1.0,1.0,2,30,104,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,3.55,1,4,0,0,0,0,0,0
0,1,1,1,40.68907,-73.953,2,2,1,1.0,1.0,1,21,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.04,1,4,0,0,0,0,0,0
0,1,1,3,40.73937,-73.91566,2,2,1,1.0,1.0,1,1125,9,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0.31,1,3,0,0,0,0,0,0
0,1,0,2,40.79785,-73.9655,2,1,1,1.0,1.0,30,1125,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.26,1,4,0,0,0,0,0,0
0,1,1,0,40.896409999999996,-73.85077,0,2,0,1.0,2.0,17,365,18,94.0,9.0,10.0,10.0,10.0,9.0,9.0,1,0.66,1,4,0,0,0,0,0,0
0,1,1,2,40.723279999999995,-73.9843,2,1,1,1.0,1.0,3,20,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.07,1,4,0,0,0,0,0,0
0,1,0,1,40.68302,-73.92119,0,5,0,2.0,2.0,2,30,59,91.0,9.0,10.0,10.0,10.0,10.0,9.0,0,2.08,1,5,0,0,0,0,0,0
1,1,0,1,40.67004,-73.92206999999999,2,2,1,1.0,1.0,14,120,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.3,5,4,0,0,0,0,0,0
0,1,1,1,40.7193,-73.95863,2,1,1,1.0,1.0,4,6,1,100.0,10.0,6.0,10.0,10.0,10.0,10.0,1,0.04,3,4,0,0,0,0,0,0
0,1,0,2,40.76169,-73.98839,2,1,1,1.0,1.0,3,7,17,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.59,1,5,0,0,0,0,0,0
0,1,0,3,40.72688,-73.79198000000001,2,2,0,1.0,2.0,5,60,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.28,2,4,0,0,0,0,0,0
1,1,0,1,40.70473,-73.92069000000001,2,4,1,1.0,2.0,3,15,43,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.56,1,4,0,0,0,0,0,0
0,1,1,1,40.67102,-73.96172,0,5,0,2.0,2.0,4,1125,14,84.0,9.0,8.0,9.0,9.0,10.0,9.0,0,0.49,1,6,0,0,0,0,0,0
1,1,1,1,40.68197,-73.91584,0,2,0,1.0,1.0,4,1125,17,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0.62,1,4,0,0,0,0,0,0
0,1,0,1,40.683890000000005,-73.87849,0,4,0,1.0,3.0,3,1125,7,66.0,8.0,7.0,9.0,9.0,7.0,7.0,0,0.25,1,4,0,0,0,0,0,0
0,1,1,2,40.71848,-73.98439,2,1,1,1.0,1.0,1,1125,27,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.93,1,4,0,0,0,0,0,0
0,1,1,1,40.70343,-73.93412,2,1,1,1.0,1.0,8,1125,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.21,1,4,0,0,0,0,0,0
1,1,1,2,40.848209999999995,-73.94153,2,2,1,1.0,1.0,1,30,4,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.28,1,4,0,0,0,0,0,0
0,1,1,1,40.65618,-73.95664000000001,2,2,1,1.0,1.0,4,13,35,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.22,1,4,0,0,0,0,0,0
0,1,0,1,40.67085,-73.92316,2,2,1,1.0,1.0,1,1125,10,92.0,9.0,8.0,10.0,10.0,9.0,9.0,0,0.34,1,4,0,0,0,0,0,0
0,1,1,1,40.709140000000005,-73.961,2,2,1,1.0,4.0,10,1125,95,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,3.25,2,4,0,0,0,0,0,0
0,1,1,1,40.71434,-73.94275,0,4,0,2.0,2.0,2,25,76,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2.63,1,5,0,0,0,0,0,0
0,1,1,2,40.73294,-73.99766,0,2,0,1.0,1.0,1,1124,91,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1,3.22,1,5,0,0,0,0,0,0
0,1,1,1,40.7102,-73.96222,2,2,1,1.0,2.0,10,1125,116,91.0,9.0,9.0,9.0,9.0,10.0,9.0,1,3.97,1,4,0,0,0,0,0,0
1,1,0,1,40.68865,-73.9081,0,4,0,2.0,2.0,4,14,56,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.96,1,5,0,0,0,0,0,0
0,1,1,2,40.727090000000004,-73.99074,0,3,0,1.0,1.0,5,1125,11,98.0,10.0,10.0,9.0,10.0,10.0,9.0,0,0.74,2,5,0,0,0,0,0,0
0,1,1,4,40.63275,-74.13681,0,2,0,1.0,1.0,2,90,17,94.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0.61,1,4,0,0,0,0,0,0
0,1,0,0,40.83139,-73.90165999999999,2,1,1,1.0,1.0,2,15,36,94.0,9.0,10.0,10.0,10.0,9.0,10.0,1,1.26,1,4,0,0,0,0,0,0
0,1,1,2,40.778290000000005,-73.97794,2,2,1,1.0,1.0,6,120,11,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.38,1,4,0,0,0,0,0,0
0,1,1,2,40.814479999999996,-73.93714,0,2,0,1.0,1.0,6,8,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.07,1,5,0,0,0,0,0,0
0,1,1,1,40.71975,-73.96136,0,2,0,1.0,1.0,91,1125,11,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.38,1,5,0,0,0,0,0,0
1,1,0,2,40.81716,-73.94279,0,4,0,1.0,2.0,5,1125,64,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.24,1,5,0,0,0,0,0,0
0,1,1,3,40.68614,-73.86681999999999,2,2,1,1.0,1.0,7,1000,40,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.4,1,4,0,0,0,0,0,0
1,1,1,1,40.7118,-73.96344,2,2,1,1.0,2.0,2,1125,34,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1.32,1,5,0,0,0,0,0,0
1,1,1,3,40.70142,-73.90515,0,2,0,1.0,1.0,1,3,26,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0.94,1,4,0,0,0,0,0,0
0,1,1,2,40.733990000000006,-73.99002,0,3,0,1.0,2.0,30,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,6.0,0,0.04,1,6,0,0,0,0,0,0
1,1,1,2,40.81738,-73.94317,0,4,0,1.0,2.0,30,300,56,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.94,1,5,0,0,0,0,0,0
1,1,1,1,40.63323,-74.03067,2,6,1,1.0,6.0,2,90,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.35,1,5,0,0,0,0,0,0
1,1,1,1,40.632020000000004,-74.03069,2,3,1,1.0,2.0,2,90,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.24,1,4,0,0,0,0,0,0
1,1,1,1,40.64655,-73.97251999999999,0,5,0,3.0,3.0,2,1125,47,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.88,1,6,0,1,0,0,0,0
0,1,1,1,40.69699,-73.9725,0,2,0,1.0,4.0,3,1125,12,93.0,10.0,9.0,9.0,10.0,9.0,9.0,0,0.99,1,5,0,0,0,0,0,0
0,1,1,4,40.59697,-74.08324,2,1,1,1.0,1.0,7,28,8,93.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0.28,1,3,0,0,0,0,0,0
1,1,0,1,40.651759999999996,-73.96104,2,1,1,1.0,1.0,1,28,35,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.36,1,4,0,0,0,0,0,0
0,1,1,2,40.722,-73.98396,2,1,1,1.0,1.0,5,1125,16,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0.58,1,4,0,0,0,0,0,0
1,1,0,1,40.72152,-73.94945,0,2,0,1.0,1.0,2,1125,19,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.69,1,5,0,0,0,0,0,0
0,1,1,2,40.7578,-73.99211,2,2,1,1.0,1.0,1,1125,146,75.0,8.0,7.0,9.0,9.0,9.0,7.0,0,5.02,1,4,0,0,0,0,0,0
1,1,0,1,40.61334,-73.98714,0,5,0,2.0,3.0,30,30,9,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0.32,1,4,0,0,0,0,0,0
0,1,1,1,40.68785,-73.93948,2,2,1,1.0,1.0,30,1125,27,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0.94,1,4,0,0,0,0,0,0
0,1,1,2,40.850809999999996,-73.9368,0,7,0,3.0,4.0,30,1125,1,80.0,10.0,10.0,10.0,10.0,8.0,8.0,1,0.08,2,5,0,0,0,0,0,0
0,1,1,0,40.84368,-73.84886,2,2,1,1.0,1.0,2,1125,23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.95,1,4,0,0,0,0,0,0
1,1,1,3,40.7461,-73.91983,2,2,1,1.0,2.0,3,14,121,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4.2,1,4,0,0,0,0,0,0
1,1,1,1,40.73556,-73.95725999999999,0,2,0,1.0,1.0,5,30,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.4,1,5,0,0,0,0,0,0
0,1,1,1,40.63532,-73.94924,2,2,1,1.0,1.0,2,14,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,1,0.04,2,4,0,0,0,0,0,0
1,1,1,1,40.69616,-73.93438,2,2,0,1.0,1.0,10,82,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.98,1,4,0,0,0,0,0,0
0,1,0,2,40.78572,-73.95018,0,4,0,1.0,1.0,7,25,21,96.0,10.0,9.0,9.0,10.0,10.0,10.0,1,0.74,1,5,0,0,0,0,0,0
0,1,1,2,40.745909999999995,-73.97843,0,3,0,1.0,1.0,4,20,9,100.0,10.0,9.0,10.0,9.0,10.0,10.0,0,0.33,1,5,0,0,0,0,0,0
1,1,1,1,40.66725,-73.95017,2,2,0,1.0,1.0,3,31,68,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2.45,1,4,0,0,0,0,0,0
0,1,0,1,40.6971,-73.97316,2,2,0,1.0,1.0,2,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.03,1,5,0,0,0,0,0,0
0,1,1,2,40.71113,-73.9884,3,1,1,1.0,1.0,180,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.08,2,4,0,0,0,0,0,0
0,1,1,1,40.67868,-73.95541,0,4,0,2.0,2.0,2,42,2,100.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0.07,1,5,0,0,0,0,0,0
0,1,1,2,40.71158,-73.98888000000001,3,1,1,1.0,1.0,4,1125,5,96.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0.24,2,4,0,0,0,0,0,0
0,1,1,4,40.59697,-74.08324,2,1,1,1.0,1.0,7,28,15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.53,1,4,0,0,0,0,0,0
0,1,1,1,40.72874,-73.95621,0,4,0,1.0,2.0,4,5,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.07,1,4,0,0,0,0,0,0
1,1,0,2,40.85054,-73.93956,2,2,1,1.0,1.0,3,1125,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.56,1,4,0,0,0,0,0,0
0,1,1,1,40.70743,-73.94206,0,3,0,1.0,1.0,3,30,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.42,1,5,0,0,0,0,0,0
1,1,1,1,40.68823,-73.95863,2,2,0,1.0,1.0,30,1125,77,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.74,1,5,0,0,0,0,0,0
1,1,1,3,40.70389,-73.75782,2,3,1,1.0,1.0,2,14,74,95.0,9.0,10.0,10.0,10.0,9.0,10.0,1,2.78,1,4,0,0,0,0,0,0
0,1,1,0,40.886340000000004,-73.83431,2,2,1,1.0,1.0,3,31,20,94.0,10.0,10.0,10.0,9.0,9.0,9.0,1,0.75,1,5,0,0,0,0,0,0
1,1,0,2,40.816390000000006,-73.94223000000001,2,2,1,1.0,1.0,2,1125,76,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2.64,1,4,0,0,0,0,0,0
1,1,0,2,40.816390000000006,-73.94414,2,2,1,1.0,1.0,2,1125,59,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2.05,1,4,0,0,0,0,0,0
0,1,1,1,40.69298,-73.94188,0,2,0,1.0,1.0,3,10,10,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.36,1,5,0,0,0,0,0,0
0,1,1,2,40.78925,-73.96757,0,2,0,1.0,1.0,14,1000,26,95.0,9.0,10.0,10.0,9.0,10.0,9.0,0,1.01,1,5,0,0,0,0,0,0
1,1,1,1,40.67357,-73.95467,2,2,0,1.0,1.0,3,60,85,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.98,1,4,0,0,0,0,0,0
1,1,1,3,40.58466,-73.81628,0,6,0,3.0,3.0,4,90,51,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.83,1,5,0,0,0,0,0,0
1,1,0,1,40.70133,-73.92074000000001,2,2,0,1.0,1.0,3,31,64,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.24,1,4,0,0,0,0,0,0
0,1,1,1,40.6155,-73.9522,2,1,1,1.0,1.0,2,1125,15,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0.53,1,4,0,0,0,0,0,0
1,1,1,2,40.84039,-73.93954000000001,2,1,1,1.0,1.0,30,1125,2,100.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0.08,2,4,0,0,0,0,0,0
0,1,1,3,40.75452,-73.91458,2,1,1,1.0,1.0,5,31,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.46,1,3,0,0,0,0,0,0
1,1,0,1,40.71598,-73.95466,0,4,0,2.0,2.0,30,360,85,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,2.95,1,5,0,0,0,0,0,0
0,1,1,2,40.75895,-73.99019,3,1,1,1.0,1.0,1,1125,144,83.0,9.0,8.0,9.0,9.0,10.0,8.0,1,5.02,1,4,0,0,0,0,0,0
1,1,1,3,40.743120000000005,-73.91185,2,3,1,1.0,2.0,1,1125,60,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1,2.1,1,4,0,0,0,0,0,0
1,1,1,3,40.708870000000005,-73.78275,0,11,0,2.0,5.0,2,90,31,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,1.13,1,5,0,0,0,0,0,0
